Dataset,Phylum,Class,Order,Family,Genus,Species,n
CCZ,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Synallactes,NA,239
CCZ,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,Cypridina serrata,237
CCZ,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,NA,234
CCZ,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,NA,NA,233
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,232.00458
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,NA,NA,NA,232
CCZ,Cnidaria,Scyphozoa,Coronatae,Nausithoidae,Nausithoe,NA,231
CCZ,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus flaccus,230
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Ferosagitta,Ferosagitta robusta,230
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia mirabilis,229
CCZ,Foraminifera,Globothalamea,Lituolida,Spiroplectamminidae,Spiroplectammina,NA,229
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,Gaetanus miles,226
CCZ,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Clytemnestra,Clytemnestra scutellata,225.00169499999998
CCZ,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus affinis,223
CCZ,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,NA,220.65808095399998
CCZ,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Paravargula,Paravargula hirsuta,220
CCZ,Cnidaria,Octocorallia,Malacalcyonacea,Isididae,NA,NA,220
CCZ,Arthropoda,Copepoda,Harpacticoida,Neobradyidae,Marsteinia,NA,219
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA,219
CCZ,Mollusca,Solenogastres,NA,NA,NA,NA,219
CCZ,Annelida,Polychaeta,Phyllodocida,Goniadidae,NA,NA,217.132231405
CCZ,Chordata,Teleostei,Perciformes,Zoarcidae,NA,NA,214
CCZ,Brachiopoda,NA,NA,NA,NA,NA,213
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus denudatus,210
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithrix,Scolecithrix danae,210
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia,Mikroconchoecia acuticosta,210
CCZ,Porifera,Demospongiae,Axinellida,Stelligeridae,Plenaster,Plenaster craigi,209
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina nigromaculata,207
CCZ,Foraminifera,Nodosariata,NA,Hormosinellidae,Hormosinelloides,Hormosinelloides guttifer,207
CCZ,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,NA,205
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella abyssalis,203
CCZ,Nematoda,Chromadorea,Chromadorida,NA,NA,NA,202
CCZ,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,NA,200
CCZ,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,Cypridina dentata,200
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Oolina,NA,197
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Haloptilus,Haloptilus ornatus,196
CCZ,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Diplopeltula,NA,194.59455246
CCZ,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,NA,NA,192
CCZ,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,Thurammina,Thurammina favosa,192
CCZ,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages elongatus,191
CCZ,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona longispina,190
CCZ,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Desmodora,NA,189.123186533
CCZ,Foraminifera,Globothalamea,Lituolida,Prolixoplectidae,Eggerelloides,Eggerelloides scabrum,189
CCZ,Gnathostomulida,NA,NA,NA,NA,NA,187.539425131
CCZ,Nematoda,Enoplea,Enoplida,Oxystominidae,Thalassoalaimus,NA,184.682317017
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,NA,184
CCZ,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma gracilis,183
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Exsculptina,Exsculptina exsculpta,183
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,183
CCZ,Annelida,Polychaeta,Phyllodocida,Sigalionidae,NA,NA,182
CCZ,Foraminifera,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia quinqueloba,182
CCZ,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Docosaccus,NA,181
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scottocalanus,Scottocalanus persecans,180
CCZ,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,Cypridina acuminata,180
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,Mesosagitta minima,179
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,NA,NA,177
CCZ,Cnidaria,Octocorallia,Scleralcyonacea,Mopseidae,NA,NA,177
CCZ,Foraminifera,Globothalamea,Lituolida,Haplophragmoididae,Haplophragmoides,Haplophragmoides canariensis,176
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Mesocletodes,NA,175
CCZ,Foraminifera,Monothalamea,Astrorhizida,Hyperamminidae,Saccorhiza,Saccorhiza ramosa,175
CCZ,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Campylaimus,NA,174.923358344
CCZ,Mollusca,NA,NA,NA,NA,NA,173
CCZ,Mollusca,Polyplacophora,NA,NA,NA,NA,171
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides mundulus,170
CCZ,Annelida,NA,Sipuncula,Sipunculidae,NA,NA,168
CCZ,Nematoda,Chromadorea,Monhysterida,Xyalidae,Capsula,NA,165.313925128
CCZ,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,165
CCZ,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,NA,165
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Haloptilus,Haloptilus oxycephalus,164
CCZ,Nematoda,Enoplea,Enoplida,Oxystominidae,NA,NA,163.597906976
CCZ,Porifera,Hexactinellida,Lyssacinosida,NA,NA,NA,163
CCZ,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Terschellingia,NA,162.724112982
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,NA,NA,162
CCZ,Porifera,Demospongiae,Axinellida,Stelligeridae,NA,NA,161
CCZ,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta concinna,160
CCZ,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,160
CCZ,Foraminifera,Globothalamea,Lituolida,Lituolidae,Ammobaculites,NA,159
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Pyrgo,Pyrgo murrhina,159
CCZ,Cnidaria,Scyphozoa,Coronatae,Coronatae incertae sedis,Stephanoscyphistoma,NA,158
CCZ,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,Fritillaria venusta,156
CCZ,Arthropoda,Copepoda,Cyclopoida,NA,NA,NA,155
CCZ,Annelida,Polychaeta,NA,Orbiniidae,NA,NA,154
CCZ,Foraminifera,Monothalamea,Astrorhizida,Psammosphaeridae,Psammosphaera,NA,153
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,152
CCZ,Porifera,Demospongiae,Axinellida,Stelligeridae,Plenaster,NA,152
CCZ,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Southerniella,NA,150.893729767
CCZ,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Goniopsyllus,Goniopsyllus rostratus,150
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,NA,NA,148
CCZ,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,Paralicella caperesca,147
CCZ,Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,NA,146.821081637
CCZ,Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,NA,145.70535704
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,NA,NA,145
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Pterosagittidae,Pterosagitta,Pterosagitta draco,144
CCZ,Foraminifera,Nodosariata,Polymorphinida,Glandulinidae,Phlegeria,Phlegeria hyalina,143
CCZ,Porifera,Demospongiae,NA,NA,NA,NA,143
CCZ,Nematoda,Adenophorea,NA,NA,NA,NA,142
CCZ,Nematoda,Enoplea,Enoplida,Anticomidae,Anticoma,NA,141.721340393
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,NA,NA,141
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia,Mikroconchoecia curta,141
CCZ,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus robustior,140
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,NA,NA,NA,138
CCZ,Foraminifera,Nodosariata,Polymorphinida,Polymorphinidae,Pyrulina,Pyrulina fusiformis,138
CCZ,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Sympagella,NA,138
CCZ,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,NA,NA,137
CCZ,Foraminifera,Monothalamea,Astrorhizida,Baculellidae,Edgertonia,NA,137
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,NA,NA,136.325095488
CCZ,Arthropoda,Copepoda,Siphonostomatoida,Pontoeciellidae,Pontoeciella,Pontoeciella abyssicola,136
CCZ,Ciliophora,NA,NA,NA,NA,NA,135.718165343
CCZ,Chordata,Ascidiacea,Phlebobranchia,NA,NA,NA,134
CCZ,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Pollia,NA,134
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Endeolophos,NA,133.865711546
CCZ,Annelida,Polychaeta,Terebellida,Flabelligeridae,NA,NA,133.319148936
CCZ,Arthropoda,Malacostraca,Cumacea,Diastylidae,NA,NA,133
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,Chelophyes appendiculata,133
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Lobatula,Lobatula wuellerstorfi,133
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,NA,NA,132
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia diomedeae,131
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,NA,NA,130
CCZ,Foraminifera,Nodosariata,Polymorphinida,Polymorphinidae,Pyrulina,Pyrulina cylindroides,130
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Lobatula,Lobatula lobatula,129
CCZ,Foraminifera,Monothalamea,Astrorhizida,Rhizamminidae,Rhizammina,Rhizammina algaeformis,128
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Miliolinella,Miliolinella subrotunda,128
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,NA,NA,127
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta,Krohnitta subtilis,126
CCZ,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,NA,125
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,NA,125
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,NA,NA,124
CCZ,Foraminifera,Globothalamea,Rotaliida,Alabaminidae,Oridorsalis,Oridorsalis umbonatus,124
CCZ,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus,Subeucalanus mucronatus,122
CCZ,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger,122
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Paracanthonchus,NA,122
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia lata,121
CCZ,Foraminifera,Monothalamea,Allogromiida,Allogromiidae,NA,NA,121
CCZ,Foraminifera,Nodosariata,NA,Hormosinellidae,Hormosinella,Hormosinella distans,121
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus giesbrechti,120
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,Euaugaptilus marginatus,120
CCZ,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus langae,120
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Mecynocera,Mecynocera gracilis,120
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,120
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Eurycletodes,NA,120
CCZ,Chordata,NA,NA,NA,NA,NA,120
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Euchromadora,NA,116.156192837
CCZ,Arthropoda,Maxillopoda,NA,NA,NA,NA,115
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,NA,113.183922456
CCZ,Foraminifera,Globothalamea,Lituolida,Ammosphaeroidinidae,Ammosphaeroidina,Ammosphaeroidina sphaeroidiniformis,113
CCZ,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus prolatus,112
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides pachyderma,112
CCZ,Annelida,Polychaeta,Phyllodocida,Glyceridae,NA,NA,110
CCZ,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta media,110
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus curvatulus,110
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Neochromadora,NA,109.749412149
CCZ,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,NA,109
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematobrachion,NA,109
CCZ,Foraminifera,Globothalamea,Lituolida,Prolixoplectidae,Karrerulina,Karrerulina conversa,109
CCZ,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais,NA,108.26867655999999
CCZ,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum,Doliolum nationalis,108
CCZ,Cnidaria,Hexacorallia,Corallimorpharia,NA,NA,NA,107
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros tetrastichon,107
CCZ,Arthropoda,Malacostraca,Mysida,NA,NA,NA,106
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Fissurina,Fissurina laevigata,106
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia seriata,105
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,NA,104
CCZ,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Stenotanais,NA,102.062505713
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Sarsameira,NA,101
CCZ,Annelida,Polychaeta,NA,Capitellidae,NA,NA,100
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,Euaugaptilus nodifrons,100
CCZ,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia curta,100
CCZ,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,Lucicutia ovalis,100
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Pseudoamallothrix,Pseudoamallothrix profunda,100
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella longifurca,100
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella nicobarica,100
CCZ,Arthropoda,Copepoda,Cyclopoida,Cyclopoida incertae sedis,Pachos,Pachos dentatum,100
CCZ,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona aruensis,100
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia nana,100
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,Alacia major,100
CCZ,Chordata,Elasmobranchii,NA,NA,NA,NA,100
CCZ,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,100
CCZ,Foraminifera,Monothalamea,Allogromiida,NA,NA,NA,100
CCZ,Foraminifera,Monothalamea,Astrorhizida,Vanhoeffenellidae,Vanhoeffenella,NA,100
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,NA,99
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus veitkoehlerae,99
CCZ,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,NA,NA,98
CCZ,Nematoda,Chromadorea,Desmoscolecida,Meyliidae,NA,NA,97.115809527
CCZ,Arthropoda,Malacostraca,Isopoda,Macrostylidae,NA,NA,97
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglaura,Aglaura hemistoma,97
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,Quinqueloculina auberiana,97
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,NA,96
CCZ,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,NA,NA,96
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Heterolepa,Heterolepa bradyi,95
CCZ,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,NA,NA,95
CCZ,Annelida,Polychaeta,NA,Scalibregmatidae,NA,NA,94
CCZ,Cnidaria,Hydrozoa,NA,NA,NA,NA,94
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Silax,Silax daleus,94
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,NA,94
CCZ,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,NA,94
CCZ,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,NA,93
CCZ,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,Fritillaria formica,92
CCZ,Foraminifera,Tubothalamea,Spirillinida,Ammodiscidae,Ammodiscus,Ammodiscus anguillae,92
CCZ,Mollusca,Bivalvia,Nuculida,Nuculidae,NA,NA,92
CCZ,Foraminifera,Nodosariata,NA,Hormosinidae,Hormosina,Hormosina globulifera,91
CCZ,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Disconema,NA,90.3710497
CCZ,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Serpula striata,90
CCZ,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,NA,NA,90
CCZ,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,Paralicella tenuipes,89
CCZ,Foraminifera,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia subcarinata,89
CCZ,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,NA,NA,89
CCZ,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides,NA,88
CCZ,Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,NA,NA,88
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Munneurycope,NA,88
CCZ,Foraminifera,Globothalamea,Lituolida,Haplophragmoididae,Haplophragmoides,NA,88
CCZ,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,Thurammina,Thurammina compressa,88
CCZ,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,NA,87.126944823
CCZ,Foraminifera,Globothalamea,Rotaliida,Eponididae,Ioanella,Ioanella tumidula,87
CCZ,Annelida,Polychaeta,Spionida,Spionidae,Aurospio,NA,86
CCZ,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki,86
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,NA,86
CCZ,Porifera,Demospongiae,Tetractinellida,Tetillidae,NA,NA,86
CCZ,Annelida,Polychaeta,Phyllodocida,NA,NA,NA,85.132231405
CCZ,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia curticauda,85
CCZ,Arthropoda,Malacostraca,Isopoda,Haploniscidae,NA,NA,85
CCZ,Cnidaria,Hexacorallia,Corallimorpharia,Corallimorphidae,Corallimorphus,NA,84
CCZ,Porifera,Demospongiae,Axinellida,Axinellidae,NA,NA,84
CCZ,Annelida,Clitellata,NA,NA,NA,NA,83.879717748
CCZ,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Axoniderma,NA,83
CCZ,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,NA,82
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus,82
CCZ,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Urocorycaeus,Urocorycaeus longistylis,82
CCZ,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Lubbockia,Lubbockia aculeata,82
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Argestes,NA,82
CCZ,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,NA,82
CCZ,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,Thalassiothrix longissima,82
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,Conchoecia subarcuata,81
CCZ,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,81
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius armatus,80
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus longicaudatus,80
CCZ,Arthropoda,Copepoda,Calanoida,Bathypontiidae,Temorites,Temorites minor,80
CCZ,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia bradyi,80
CCZ,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages bradyi,80
CCZ,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages violaceus,80
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella,Macrosetella gracilis,80
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,Solidosagitta planctonis,80
CCZ,Chordata,Thaliacea,Salpida,Salpidae,Iasis,NA,80
CCZ,Foraminifera,Tubothalamea,Miliolida,Ophthalmidiidae,Spirophthalmidium,Spirophthalmidium acutimargo,80
CCZ,Porifera,Demospongiae,Poecilosclerida,NA,NA,NA,80
CCZ,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Greeffiella,NA,78.961310252
CCZ,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma robusta,78
CCZ,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterostylites,Heterostylites major,77
CCZ,Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,NA,NA,76
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA,76
CCZ,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,Phronima atlantica,75
CCZ,Echinodermata,Holothuroidea,Elasipodida,NA,NA,NA,75
CCZ,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,NA,75
CCZ,Foraminifera,Globothalamea,Rotaliida,Gavelinellidae,Hansenisca,Hansenisca soldanii,75
CCZ,Foraminifera,Monothalamea,Astrorhizida,Komokiidae,Reticulum,NA,75
CCZ,Foraminifera,Monothalamea,Astrorhizida,Komokiidae,NA,NA,75
CCZ,Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,NA,74.975120253
CCZ,Annelida,Polychaeta,Phyllodocida,Goniadidae,Bathyglycinde,NA,74
CCZ,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Parasicyonis,Parasicyonis biotrans,74
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos teres,74
CCZ,Nematoda,Chromadorea,Monhysterida,Xyalidae,Enchonema,NA,73.292491285
CCZ,Chordata,Ascidiacea,NA,NA,NA,NA,73
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,NA,73
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,NA,72
CCZ,Chordata,Appendicularia,Copelata,Oikopleuridae,Megalocercus,Megalocercus huxleyi,72
CCZ,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,NA,72
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Pyrgoella,Pyrgoella sphaera,72
CCZ,Porifera,Hexactinellida,Sceptrulophora,Euretidae,Chonelasma,NA,72
CCZ,Annelida,Polychaeta,Terebellida,NA,NA,NA,71
CCZ,Foraminifera,Globothalamea,Rotaliida,Gavelinellidae,Gyroidina,Gyroidina orbicularis,70
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,Quinqueloculina venusta,70
CCZ,Cnidaria,Octocorallia,Scleralcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,69
CCZ,Foraminifera,Globothalamea,Lituolida,Prolixoplectidae,Karrerulina,NA,69
CCZ,Priapulida,NA,NA,NA,NA,NA,68.593383829
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Chromadorita,NA,68
CCZ,Nematoda,Enoplea,Enoplida,Phanodermatidae,NA,NA,68
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Denticula,NA,67
CCZ,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Calomicrolaimus,NA,66.60432613
CCZ,Nematoda,Chromadorea,Desmoscolecida,Meyliidae,Erebussau,NA,66.039339983
CCZ,Annelida,Polychaeta,Terebellida,Terebellidae,NA,NA,66
CCZ,Arthropoda,Malacostraca,Lophogastrida,Lophogastridae,NA,NA,66
CCZ,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,NA,66
CCZ,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,NA,66
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus maks,66
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,NA,NA,65.69844297
CCZ,Annelida,Polychaeta,Phyllodocida,Hesionidae,NA,NA,64
CCZ,Chordata,Teleostei,Stomiiformes,Stomiidae,Photonectes,NA,64
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,64
CCZ,Nematoda,Chromadorea,Monhysterida,NA,NA,NA,63.129701585
